region,province,municipality_city,housing_units,strong_ratio,light_ratio,salvage_ratio,total_population,hospital,rural_health_unit,barangay_health_station,municipal_health_office,birthing_home,number_of_evacuation_center,drr_adoption_pct,deaths_per_100k,missing_per_100k,affected_per_100k,housing_resilience_score,health_access_index,evacuation_capacity,population_pressure,disaster_intensity_municipal,vulnerability_index,impact_score,risk_class
REGION I,ILOCOS SUR,SANTA CRUZ,8851,0.758558354988137,0.23545362105976725,6.778895040108463e-4,39868,0,1,6,0,1,5,100,0.3,0.1,61932.6,0.8762851655180206,8,0.1254138657569981,4.50434979098407,10.114252744696676,4.586684750360072,4.608025796599097,Low
REGION I,ILOCOS SUR,SANTA LUCIA,5795,0.8125970664365832,0.18360655737704917,0.0015530629853321828,25402,1,1,7,0,0,1,100,0.3,0.1,61932.6,0.9044003451251078,9,0.03936697897803322,4.383433994823124,9.663529721439216,4.441445163382807,4.484326898027495,Low
REGION I,ILOCOS SUR,SANTA MARIA,6648,0.8574007220216606,0.13989169675090252,0.00105294825511432,30321,1,1,32,0,0,37,100,0.3,0.1,61932.6,0.9273465703971119,34,1.2202763761089672,4.5609205776173285,9.840532040711238,4.39267441359927,4.665898665322956,Low
REGION I,ILOCOS SUR,SANTIAGO,4295,0.8258440046565774,0.1538998835855646,0.016530849825378346,18759,0,1,3,0,0,11,100,0.3,0.1,61932.6,0.9027939464493597,4,0.5863852017698171,4.367636786961583,9.360397955358552,4.397553871018073,4.468166087984296,Low
REGION I,ILOCOS SUR,SANTO DOMINGO,6475,0.8982239382239382,0.09915057915057915,0.001698841698841699,27975,0,1,36,0,0,2,100,0.3,0.1,61932.6,0.9477992277992278,37,0.07149240393208221,4.32046332046332,9.7600072186289,4.223250787456918,4.419906836232999,Low
REGION I,ILOCOS SUR,SIGAY,513,0.5146198830409356,0.4834307992202729,0,2737,0,1,2,0,0,1,100,0.3,0.1,61932.6,0.7563352826510721,3,0.36536353671903543,5.3352826510721245,7.436090438211814,5.5352060517852495,5.458084125148912,High
REGION I,ILOCOS SUR,SINAIT,5872,0.8079019073569482,0.1875,0.0022138964577656677,25640,2,1,6,0,0,5,100,0.3,0.1,61932.6,0.9016519073569482,9,0.19500780031201248,4.366485013623978,9.672854852423932,4.413268100063567,4.466987804436659,Low
REGION I,ILOCOS SUR,SUGPON,849,0.6301531213191991,0.3627797408716137,0.001177856301531213,4585,0,1,3,0,0,9,100,0.3,0.1,61932.6,0.8115429917550059,4,1.9629225736095965,5.400471142520613,7.951780451072638,5.397877244865513,5.5247730512259405,High
REGION I,ILOCOS SUR,SUYO,2497,0.7068482178614337,0.2715258309971966,0,11446,0,1,8,0,0,1,100,0.3,0.1,61932.6,0.842611133360032,9,0.08736676568233444,4.58390068081698,8.866419629178939,4.699310689676059,4.689407698427902,High
REGION I,ILOCOS SUR,TAGUDIN,8492,0.7952190296749883,0.18617522373999057,0.0018841262364578427,39277,1,1,41,0,0,13,100,0.3,0.1,61932.6,0.8883066415449835,43,0.3309825088474171,4.625176636834668,10.099318462790967,4.5408405946907395,4.731633697503176,Low
REGION I,LA UNION,AGOO,13404,0.8451954640405849,0.14726947179946284,0.002909579230080573,63692,2,1,14,0,0,5,100,0.3,0.1,61932.6,0.9188301999403163,17,0.0785027946994913,4.7517159056997915,10.582722565110183,4.76074610983196,4.86108550348423,High
REGION I,LA UNION,ARINGAY,10621,0.7390076264005273,0.2487524715186894,0.00790885980604463,47458,0,1,23,0,0,1,100,0.3,0.1,61932.6,0.863383862159872,24,0.02107126301150491,4.468317484229357,10.288517380025196,4.510684937636051,4.5711641391476645,Low
REGION I,LA UNION,BACNOTAN,9692,0.821811803549319,0.1734420140321915,0.002269913330581923,42078,1,1,9,0,0,18,100,0.3,0.1,61932.6,0.9085328105654148,11,0.42777698559817484,4.341518778373916,10.168201659344906,4.352784366342716,4.441446924750423,Low
REGION I,LA UNION,BAGULIN,2966,0.8007417397167903,0.18880647336480108,0,13456,0,1,9,0,0,2,100,0.3,0.1,61932.6,0.8951449763991909,10,0.14863258026159332,4.536749831422791,9.028183339247402,4.590249095992602,4.641171584355484,Low
REGION I,LA UNION,BALAOAN,8697,0.8099344601586754,0.1766126250431183,0.0042543405772105325,39188,1,1,10,0,1,1,100,0.3,0.1,61932.6,0.8982407726802346,13,0.025518015719097682,4.505921582154766,10.097050027808734,4.555815190429554,4.609633765473081,Low
REGION I,LA UNION,BANGAR,7628,0.798767697954903,0.187860513896172,0.005637126376507604,35947,0,1,9,0,0,1,100,0.3,0.1,61932.6,0.892697954902989,10,0.02781873313489304,4.712506554798113,10.010728796465285,4.779400882651808,4.820973676293437,High
REGION I,LA UNION,BAUANG,16577,0.7970682270615914,0.18109428726548832,0.012064909211558183,75032,0,1,31,0,1,24,100,0.3,0.1,61932.6,0.8876153706943356,33,0.31986352489604436,4.526271339808168,10.746574456994493,4.482600349480498,4.630451910726611,Low
REGION I,LA UNION,BURGOS,1747,0.8202633085289067,0.17687464224384658,0,8067,0,1,4,0,0,2,100,0.3,0.1,61932.6,0.90870062965083,5,0.24792363951902815,4.61763022323984,8.516620049201613,4.668061015631458,4.723913589134509,High
REGION I,LA UNION,CABA,5070,0.7216962524654832,0.25818540433925047,0.008678500986193294,22039,1,1,5,0,0,2,100,0.3,0.1,61932.6,0.8507889546351084,7,0.09074821906620083,4.346942800788955,9.52152512029998,4.461718925877727,4.446995791150599,Low
REGION I,LA UNION,SAN FERNANDO,27912,0.851963313270278,0.13965319575809687,0.0037976497563771854,121812,5,1,59,0,1,1,100,0.3,0.1,61932.6,0.9217899111493264,66,0.00820937181886842,4.36414445399828,11.231130376308817,4.185931067954266,4.464593372468857,Low
REGION I,LA UNION,LUNA,8189,0.836610086701673,0.15703993161558188,0.001953840517767737,35802,0,1,10,0,0,6,100,0.3,0.1,61932.6,0.915130052509464,11,0.16758840288252053,4.371962388570033,10.006687104693285,4.399981033528832,4.47259125137579,Low
REGION I,LA UNION,NAGUILIAN,11874,0.7929088765369715,0.19403739262253664,0.002610746168098366,54221,1,1,35,0,2,1,100,0.3,0.1,61932.6,0.8899275728482399,39,0.018443038675052103,4.566363483240694,10.421736314412874,4.524070818953052,4.671466849563692,Low
REGION I,LA UNION,PUGO,4347,0.8481711525189786,0.13871635610766045,0.0027605244996549345,19690,0,1,5,0,0,45,100,0.3,0.1,61932.6,0.9175293305728088,6,2.28542407313357,4.529560616517138,9.408831141306772,4.3843814706391795,4.633816896269569,Low
REGION I,LA UNION,ROSARIO,12009,0.8272129236406028,0.1579648596885669,0.005662419851777833,55458,1,1,13,0,1,34,100,0.3,0.1,61932.6,0.9061953534848863,16,0.613076562443651,4.618036472645516,10.444293340437882,4.59557089252893,4.724329189127421,Low
REGION I,LA UNION,SAN GABRIEL,3877,0.7206603043590405,0.26541140056744905,0.007222078927005417,18172,0,1,11,0,1,31,100,0.3,0.1,61932.6,0.853366004642765,13,1.705921197446621,4.687129223626515,9.328609046135542,4.630910761365075,4.795012238546833,High
REGION I,LA UNION,SAN JUAN,8462,0.7972110612148429,0.19286220751595368,0.003545261167572678,37188,0,1,10,0,0,8,100,0.3,0.1,61932.6,0.8936421649728197,11,0.21512315800795956,4.394705743323091,10.044667794735377,4.439947175975787,4.495858086827395,Low
REGION I,LA UNION,SANTO TOMAS,8114,0.7633719497165393,0.21592309588365788,0.01725412866650234,39092,0,1,8,0,0,9,100,0.3,0.1,61932.6,0.8713334976583682,9,0.2302261332241891,4.817845698792211,10.094597393981887,4.891826557733684,4.928737397016916,High
REGION I,LA UNION,SANTOL,2780,0.6776978417266187,0.3147482014388489,7.194244604316547e-4,12476,0,1,11,0,0,12,100,0.3,0.1,61932.6,0.8350719424460432,12,0.9618467457518436,4.487769784172662,8.95257445926537,4.520521051409387,4.591064170029225,Low
REGION I,LA UNION,SUDIPEN,3758,0.7690260777009047,0.22511974454497072,7.982969664715274e-4,17056,0,1,9,0,0,9,100,0.3,0.1,61932.6,0.88158594997339,10,0.527673545966229,4.538584353379457,9.265234959516153,4.571626262811194,4.643048331254152,Low
REGION I,LA UNION,TUBAO,6372,0.7926867545511613,0.185969868173258,0.006277463904582548,28729,0,1,6,0,1,4,100,0.3,0.1,61932.6,0.8856716886377903,8,0.13923213477670646,4.508631512868801,9.786601515268874,4.580306222949349,4.6124060702932494,Low
REGION I,PANGASINAN,AGNO,6593,0.5956317306233885,0.3922341877749128,0.0036402244805096313,28052,0,2,7,0,0,23,100,0.3,0.1,61932.6,0.7917488245108448,9,0.8199058890631684,4.254815713635674,9.762755736685707,4.3553913844568966,4.352748227380666,Low
REGION I,PANGASINAN,AGUILAR,8591,0.7518333139331859,0.23955302060295658,0.004423233616575486,41463,0,1,16,0,1,3,100,0.3,0.1,61932.6,0.8716098242346642,18,0.07235366471311772,4.826329880107089,10.153478652993766,4.879198712662991,4.937416857577514,High
REGION I,PANGASINAN,ALCALA,10057,0.7668290742766233,0.2153723774485433,0.005468827682211395,43402,0,1,7,0,0,4,100,0.3,0.1,61932.6,0.8745152630008949,8,0.09216165153679555,4.315601073878891,10.199180973020363,4.402700671134044,4.414932675981208,Low
REGION I,PANGASINAN,ANDA,9321,0.5806243965239781,0.40489217895075635,0.008475485462933162,39504,0,1,18,0,1,1,100,0.3,0.1,61932.6,0.7830704859993562,20,0.025313892264074524,4.238171869971033,10.105081053355141,4.37601754541898,4.335721294633405,Low
REGION I,PANGASINAN,ASINGAN,13064,0.8253214941824862,0.16717697489283528,0.002066748315982854,57355,1,2,17,0,1,5,100,0.3,0.1,61932.6,0.9089099816289039,21,0.0871763577717723,4.390309246785058,10.477926423724712,4.39290605079037,4.49136039672738,Low
REGION I,PANGASINAN,BALUNGAO,6891,0.7620084167755042,0.23001015817733275,0.002902336380786533,31106,0,1,20,0,1,2,100,0.3,0.1,61932.6,0.8770134958641707,22,0.06429627724554748,4.514003773037295,9.866090881765608,4.546599593182763,4.617901983042302,Low
REGION I,PANGASINAN,BANI,12225,0.6493251533742331,0.3391411042944785,0.008016359918200409,50306,0,2,11,0,1,8,100,0.3,0.1,61932.6,0.8188957055214724,14,0.15902675625173937,4.115010224948875,10.346794698861885,4.2283929616452225,4.209724854803253,Low
REGION I,PANGASINAN,BASISTA,6885,0.7774872912127814,0.21045751633986928,0.002904865649963689,32959,0,1,13,0,1,2,100,0.3,0.1,61932.6,0.882716049382716,15,0.06068145271397797,4.787073347857661,9.923951601730884,4.841534386942349,4.897256763072316,High
REGION I,PANGASINAN,BAUTISTA,6860,0.7567055393586006,0.22813411078717202,0.004664723032069971,32307,0,1,6,0,1,17,100,0.3,0.1,61932.6,0.8707725947521866,8,0.5262017519423036,4.709475218658892,9.903972150599518,4.761308633875162,4.817872568303189,High
REGION I,PANGASINAN,BAYAMBANG,25004,0.731682930731083,0.25323948168293076,0.006758918573028316,118205,2,2,26,0,0,13,100,0.3,0.1,61932.6,0.8583026715725484,30,0.10997842730848949,4.727443609022556,11.20107231345582,4.743652823748291,4.836254534660432,High
REGION I,PANGASINAN,BINALONAN,12655,0.8385618332674832,0.14879494271039115,0.006874753062030818,54555,1,1,24,0,0,2,100,0.3,0.1,61932.6,0.9129593046226788,26,0.03666025112272019,4.310944290794152,10.427877211931134,4.294568154611889,4.410168708354496,Low
REGION I,PANGASINAN,BINMALEY,18204,0.7066578773895847,0.27812568666227205,0.011920457042408262,83052,1,2,18,0,4,3,100,0.3,0.1,61932.6,0.8457207207207208,25,0.03612194769541974,4.562294001318391,10.848124607429865,4.6171378671448124,4.667303700930276,Low
REGION I,PANGASINAN,BOLINAO,17601,0.6471791375490029,0.3153798079654565,0.02448724504289529,82084,1,2,11,0,1,6,100,0.3,0.1,61932.6,0.8048690415317312,15,0.07309585302860484,4.663598659167093,10.836401032224801,4.794883065580667,4.770940074290276,High
REGION I,PANGASINAN,BUGALLON,14276,0.7091622303166153,0.27227514710002804,0.014710002801905295,67348,0,2,15,0,0,4,100,0.3,0.1,61932.6,0.8452998038666293,17,0.059393003504187206,4.717567946203419,10.63853542976791,4.801850298264251,4.826151565055321,High
REGION I,PANGASINAN,BURGOS,4768,0.6463926174496645,0.3464765100671141,0.003145973154362416,21637,0,1,11,0,1,16,100,0.3,0.1,61932.6,0.8196308724832215,13,0.7394740490825901,4.537961409395973,9.503117682378338,4.602288113870005,4.64241104905385,Low
REGION I,PANGASINAN,CALASIAO,21504,0.8073381696428571,0.17294456845238096,0.009254092261904762,95154,0,2,25,0,2,11,100,0.3,0.1,61932.6,0.8938104538690476,29,0.11560207663366753,4.424944196428571,10.984151848948775,4.409009950926491,4.5267925342893145,Low
REGION I,PANGASINAN,ALAMINOS,21410,0.7306865950490425,0.2584773470340962,0.006539000467071462,89708,3,2,13,0,3,49,100,0.3,0.1,61932.6,0.8599252685660906,21,0.5462166139028849,4.190004670714619,10.925216198592766,4.200406427738747,4.286445437512416,Low
REGION I,PANGASINAN,URDANETA,29630,0.8146135673304084,0.17418157273034088,0.0037799527505906175,132940,4,3,33,0,4,1,100,0.3,0.1,61932.6,0.9017043536955788,44,0.007522190461862494,4.486668916638542,11.318548292789986,4.414214655569247,4.589937963977018,Low
REGION I,PANGASINAN,DAGUPAN,35748,0.736404833836858,0.24776211256573794,0.008587893028980642,171271,11,1,14,0,5,21,100,0.3,0.1,61932.6,0.8602858901197269,31,0.12261270150813622,4.791065234418709,11.571894773322727,4.800302630838752,4.901340530342617,High
REGION I,PANGASINAN,DASOL,6677,0.6140482252508611,0.36588288153362286,0.008536768009585144,29110,1,1,16,0,0,18,100,0.3,0.1,61932.6,0.7969896660176725,18,0.6183442116111302,4.359742399281115,9.799775471906857,4.4381628880970005,4.4600899962578575,Low
REGION I,PANGASINAN,INFANTA,5584,0.6106733524355301,0.36103151862464183,0.005551575931232092,24584,0,1,10,0,1,4,100,0.3,0.1,61932.6,0.791189111747851,12,0.16270745200130166,4.402578796561604,9.630799750050338,4.55104808078475,4.503912353059934,Low
REGION I,PANGASINAN,LABRADOR,5473,0.7409099214324868,0.23789512150557282,0.009318472501370363,23201,0,1,10,0,0,10,100,0.3,0.1,61932.6,0.8598574821852732,11,0.43101590448687555,4.239174127535173,9.57290322123052,4.298764640256609,4.336746621023384,Low
REGION I,PANGASINAN,LAOAC,7154,0.8353368744758177,0.15376013419066256,0.004333240145373218,31497,0,1,22,0,0,8,100,0.3,0.1,61932.6,0.912216941571149,23,0.2539924437247992,4.402711769639363,9.878581813998535,4.37917852181137,4.504048386760911,Low
REGION I,PANGASINAN,LINGAYEN,21235,0.6981398634330115,0.2832116788321168,0.012573581351542264,103278,3,2,32,0,1,3,100,0.3,0.1,61932.6,0.8397457028490699,38,0.02904781269970371,4.863574287732517,11.066078263953488,4.87446660773986,4.9755185146603065,High
REGION I,PANGASINAN,MABINI,5856,0.59375,0.38575819672131145,0.016564207650273225,24765,0,1,4,0,0,1,100,0.3,0.1,61932.6,0.7866290983606558,5,0.04037956793862306,4.228995901639344,9.638134811266863,4.4202490434198545,4.326334124288457,Low
REGION I,PANGASINAN,MALASIQUI,28609,0.7470026914607292,0.23988954524799888,0.005487783564612534,130275,2,2,73,0,3,2,100,0.3,0.1,61932.6,0.8669474640847286,80,0.01535213970447131,4.553636967387885,11.298298243429844,4.375156574859492,4.65844740922894,Low
REGION I,PANGASINAN,MANAOAG,14633,0.779881090685437,0.2003690289072644,0.005398756235905146,69497,1,1,14,0,0,5,100,0.3,0.1,61932.6,0.8800656051390692,16,0.07194555160654416,4.749333697806328,10.669945067810902,4.80161714820095,4.858648464636157,High
REGION I,PANGASINAN,MANGALDAN,22611,0.8158860731502366,0.17442837556941312,0.0047764362478439695,106331,0,2,20,0,4,4,100,0.3,0.1,61932.6,0.9031002609349432,26,0.03761838034063443,4.702622617310158,11.095210303858345,4.6960862125397185,4.8108622415625835,High
REGION I,PANGASINAN,MANGATAREM,16231,0.7091368369170107,0.2688066046454316,0.00511367136960138,73241,2,2,15,0,0,7,100,0.3,0.1,61932.6,0.8435401392397265,19,0.09557488292076843,4.51241451543343,10.722415667457076,4.58743347543778,4.616276145712637,Low
REGION I,PANGASINAN,MAPANDAN,7596,0.8869141653501843,0.10676671932596103,0.002764612954186414,37059,1,1,15,0,0,3,100,0.3,0.1,61932.6,0.9402975250131648,17,0.08095199546668826,4.878751974723539,10.041193054495075,4.866040748335713,4.991045544405493,High
REGION I,PANGASINAN,NATIVIDAD,5690,0.7975395430579965,0.189103690685413,7.0298769771529e-4,24299,0,1,18,0,0,5,100,0.3,0.1,61932.6,0.8920913884007029,19,0.20576978476480512,4.270474516695958,9.619139892746455,4.286935755864215,4.36876744697815,Low
REGION I,PANGASINAN,POZORRUBIO,15789,0.8381151434543036,0.14446766736335423,0.009500285008550257,69555,1,1,33,0,0,4,100,0.3,0.1,61932.6,0.9103489771359807,35,0.05750844655308748,4.405282158464754,10.67077926877777,4.354648895326508,4.506677937875792,Low
REGION I,PANGASINAN,ROSALES,14365,0.8292377305951967,0.16157326836059868,0.002018795683954055,63081,3,1,34,0,0,1,100,0.3,0.1,61932.6,0.910024364775496,38,0.015852633915124998,4.391298294465715,10.573083459511723,4.333047656986163,4.492372209183787,Low
REGION I,PANGASINAN,SAN CARLOS,40867,0.7679056451415568,0.21176009983605354,0.012161401619888908,188571,5,6,84,0,1,4,100,0.3,0.1,61932.6,0.8737856950595836,96,0.02121216942159717,4.6142608950987345,11.668121404865653,4.366196179768414,4.720466709626506,Low
REGION I,PANGASINAN,SAN FABIAN,18991,0.7334526881154231,0.2414828076457269,0.013532726028118582,83025,0,2,14,0,1,3,100,0.3,0.1,61932.6,0.8541940919382865,17,0.036133694670280034,4.371807698383445,10.847799463367236,4.449305510200384,4.472433000706247,Low
REGION I,PANGASINAN,SAN JACINTO,8983,0.7855950128019592,0.19870867193587888,0.0026717132361126572,40848,0,1,15,0,1,4,100,0.3,0.1,61932.6,0.8849493487698986,17,0.09792401096748922,4.547255927863743,10.13853563648203,4.588378426119301,4.651919498187214,Low
REGION I,PANGASINAN,SAN MANUEL,11622,0.8181035966270865,0.1707967647564963,0.008002065049044915,52939,0,1,12,0,0,15,100,0.3,0.1,61932.6,0.9035019790053347,13,0.2833449819603695,4.555067974531061,10.397809055568858,4.5765760889104,4.659911353668617,Low
REGION I,PANGASINAN,SAN NICOLAS,8133,0.7789253657936801,0.21541866469937293,0.0014754703061600886,35574,0,1,32,0,0,1,100,0.3,0.1,61932.6,0.8866346981433666,33,0.028110417720807333,4.374031722611583,10.000298669915338,4.357467905813173,4.474708214997117,Low
REGION I,PANGASINAN,SAN QUINTIN,8002,0.7851787053236691,0.20382404398900275,0.0024993751562109472,32945,0,1,21,0,0,1,100,0.3,0.1,61932.6,0.8870907273181704,22,0.030353619669145543,4.117095726068483,9.923526762138625,4.142668306722569,4.21185835761807,Low
REGION I,PANGASINAN,SANTA BARBARA,18206,0.8139624299681424,0.16983412061957595,0.007579918708118203,82012,0,1,11,0,0,11,100,0.3,0.1,61932.6,0.8988794902779303,12,0.13412671316392724,4.504668790508624,10.835523514336034,4.548134885415456,4.6083521384922586,Low
REGION I,PANGASINAN,SANTA MARIA,7371,0.8641975308641975,0.12481345814679148,0.004341337674671008,33038,0,1,23,0,0,1,100,0.3,0.1,61932.6,0.9266042599375932,24,0.030268176039711846,4.482159815493149,9.92634553395115,4.460444717573331,4.5853250774647325,Low
REGION I,PANGASINAN,SANTO TOMAS,3338,0.859496704613541,0.10874775314559616,0.005092869982025165,15022,0,1,2,0,0,2,100,0.3,0.1,61932.6,0.9138705811863391,3,0.13313806417254692,4.500299580587178,9.13826152160787,4.563713100077793,4.603882363061168,Low
REGION I,PANGASINAN,SISON,10532,0.8600455753892898,0.13074439802506646,0.005412077478161793,47518,1,2,27,0,0,30,100,0.3,0.1,61932.6,0.925417774401823,30,0.6313397028494466,4.511773642233194,10.289780814323956,4.41395534538019,4.615620521621243,Low
REGION I,PANGASINAN,SUAL,7817,0.6278623512856595,0.3560189330945375,0.006780094665472688,34149,0,1,7,0,1,19,100,0.3,0.1,61932.6,0.8058718178329283,9,0.5563852528624558,4.36855571190994,9.959418832894562,4.478693743921191,4.469106163703025,Low
REGION I,PANGASINAN,TAYUG,9837,0.807868252516011,0.17871302226288502,0.006709362610551998,43149,2,1,21,0,0,13,100,0.3,0.1,61932.6,0.8972247636474535,24,0.30128160559920275,4.386398292162244,10.193334910439473,4.369750804776766,4.487359424194713,Low
REGION I,PANGASINAN,UMINGAN,16983,0.7337337337337337,0.25843490549372905,0.0023552964729435318,73252,1,2,58,0,0,1,100,0.3,0.1,61932.6,0.8629511864805983,61,0.013651504395784416,4.313254430901489,10.722565841971102,4.212795430783907,4.4125320206420255,Low
REGION I,PANGASINAN,URBIZTONDO,10418,0.6954309848339413,0.2900748704165867,0.004127471683624496,50170,0,1,11,0,1,7,100,0.3,0.1,61932.6,0.8404684200422347,13,0.1395256129160853,4.815703589940488,10.34408767007587,4.913155708267287,4.9265459835375225,High
REGION I,PANGASINAN,VILLASIS,14350,0.8043205574912892,0.1854355400696864,0.0036933797909407665,62333,1,1,17,0,0,9,100,0.3,0.1,61932.6,0.8970383275261323,19,0.1443857988545393,4.343763066202091,10.561155132386745,4.360884207280242,4.443742869045851,Low
REGION II,BATANES,BASCO,2309,0.9813772195755739,0.006063230835859679,0,8579,1,1,2,0,0,1,100,0.3,0,44133.8,0.9844088349935037,4,0.11656370206317752,3.715461238631442,8.239399253560045,3.705844041771534,3.575775574387159,Low
REGION II,BATANES,ITBAYAT,828,0.6183574879227053,0.3804347826086957,0,2867,0,1,1,0,0,5,100,0.3,0,44133.8,0.8085748792270531,2,1.7439832577607255,3.46256038647343,7.143874005059296,3.490297937806881,3.3323827270911894,Low
REGION II,BATANES,IVANA,357,0.9187675070028011,0.08123249299719888,0,1327,0,1,1,0,0,1,100,0.3,0,44133.8,0.9593837535014005,2,0.7535795026375283,3.7170868347338937,6.374444595312346,3.6828825954043487,3.577340054935772,Low
REGION II,BATANES,MAHATAO,443,0.9255079006772009,0.0654627539503386,0,1555,0,1,0,0,0,5,100,0.3,0,44133.8,0.9582392776523702,1,3.215434083601286,3.510158013544018,6.53274942438368,3.259916248859051,3.378190884234147,Low
REGION II,BATANES,SABTANG,418,0.6124401913875598,0.35406698564593303,0,1621,1,1,1,0,0,6,100,0.3,0,44133.8,0.7894736842105263,3,3.7014188772362737,3.8779904306220097,6.574257878544789,3.7450920436091857,3.732194354591907,Low
REGION II,BATANES,UYUGAN,354,0.9265536723163842,0.07344632768361582,0,1297,0,1,1,0,0,8,100,0.3,0,44133.8,0.9632768361581922,2,6.168080185042405,3.6638418079096047,6.351617171649432,3.13948850112027,3.5260968164392215,Low
REGION II,CAGAYAN,ABULUG,7375,0.7262372881355932,0.2726779661016949,5.423728813559322e-4,32497,1,1,8,0,0,1,100,0.3,0,44133.8,0.8625762711864406,10,0.030772071268117054,4.406372881355932,9.571035318257122,4.503079696610081,4.240711854821602,Low
REGION II,CAGAYAN,ALCALA,9163,0.715377059914875,0.28036669213139803,0.0015278838808250573,38883,0,1,5,0,0,1,100,0.3,0,44133.8,0.855560405980574,6,0.025718180181570353,4.2434792098657645,9.750433227500594,4.363237901311049,4.083942298008425,Low
REGION II,CAGAYAN,ALLACAPAN,7535,0.5515593895155939,0.44485733244857334,0.0026542800265428003,33571,0,1,6,0,1,1,100,0.3,0,44133.8,0.7739880557398806,8,0.029787614309969915,4.455341738553417,9.603547909473392,4.648510531650104,4.2878396896249376,High
REGION II,CAGAYAN,AMULUNG,10616,0.6137905048982668,0.37867370007535794,0.0018839487565938207,47860,0,1,48,0,1,5,100,0.3,0,44133.8,0.8031273549359458,50,0.10447137484329294,4.508289374529013,9.95814524333969,4.502223166902478,4.33879671791379,Low
REGION II,CAGAYAN,APARRI,13825,0.7245569620253165,0.26972875226039783,0.005352622061482821,65649,3,2,25,0,0,1,100,0.3,0,44133.8,0.8594213381555154,30,0.015232524486283112,4.748571428571428,10.274174701207912,4.772078020944285,4.5700451806551,High
REGION II,CAGAYAN,BAGGAO,19282,0.6218234622964423,0.3709677419354839,0.002593092002904263,82782,0,1,17,0,1,2,100,0.3,0,44133.8,0.8073073332641842,19,0.024159841511439684,4.293226843688414,10.506055836304716,4.410870460413698,4.131819630722064,Low
REGION II,CAGAYAN,BALLESTEROS,7973,0.67590618336887,0.3224633136836824,2.508466072996363e-4,34299,1,1,6,0,0,6,100,0.3,0,44133.8,0.8371378402107112,8,0.17493221376716522,4.301893891885112,9.625000077191867,4.418880215193964,4.140160834479368,Low
REGION II,CAGAYAN,BUGUEY,6689,0.6711018089400508,0.327702197637913,5.979967110180894e-4,30175,0,1,6,0,1,2,100,0.3,0,44133.8,0.8349529077590072,8,0.06628003314001657,4.5111376887427115,9.496906672811262,4.640053733908471,4.3415379475322355,High
REGION II,CAGAYAN,CALAYAN,3883,0.35359258305433944,0.6464074169456606,0,16702,0,1,10,0,0,13,100,0.3,0,44133.8,0.6767962915271697,11,0.7783498982157826,4.301313417460726,8.905481944506166,4.512705762770919,4.13960218344388,Low
REGION II,CAGAYAN,CAMALANIUGAN,5383,0.7101987739178897,0.2881292959316366,0.001486160133754412,24923,2,1,5,0,1,12,100,0.3,0,44133.8,0.854263421883708,9,0.4814829675400233,4.629946126695152,9.305699799931434,4.698353844298274,4.455879689559912,High
REGION II,CAGAYAN,CLAVERIA,6956,0.742093156986774,0.25675675675675674,0.0011500862564692352,29921,0,1,17,0,1,1,100,0.3,0,44133.8,0.8704715353651524,19,0.0334213428695565,4.301466359976998,9.488454118222478,4.355012277657054,4.13974937596692,Low
REGION II,CAGAYAN,ENRILE,7537,0.8122595197027995,0.18628101366591482,3.980363539869975e-4,35834,0,1,17,0,0,27,100,0.3,0,44133.8,0.9054000265357569,18,0.7534743539655075,4.754411569590022,9.668778211714029,4.712273124212504,4.575665757015346,High
REGION II,CAGAYAN,GATTARAN,12549,0.7201370627141604,0.27627699418280344,0.0011953143676786994,56661,0,1,11,0,2,1,100,0.3,0,44133.8,0.8582755598055621,14,0.017648823705900003,4.515180492469519,10.126943950948581,4.601857951710374,4.345428758898548,Low
REGION II,CAGAYAN,GONZAGA,8502,0.7980475182310045,0.19489531874852975,0.005998588567395907,38892,1,1,5,0,1,1,100,0.3,0,44133.8,0.8954951776052694,8,0.025712228735986834,4.574453069865914,9.750664650854528,4.646495446136004,4.402472937500468,High
REGION II,CAGAYAN,IGUIG,6070,0.800329489291598,0.19472817133443163,0.00214168039538715,27862,0,1,7,0,1,6,100,0.3,0,44133.8,0.8976935749588137,9,0.21534706769076162,4.59011532125206,9.417162892265287,4.6390045862019855,4.417546354325324,High
REGION II,CAGAYAN,LAL LO,10143,0.7521443359952676,0.24292615596963424,0.003647835945972592,44506,0,1,9,0,1,5,100,0.3,0,44133.8,0.8736074139800848,11,0.11234440300184245,4.387853692201518,9.885492740003679,4.462344089252219,4.222888909032992,Low
REGION II,CAGAYAN,LASAM,8862,0.7096592191378921,0.2842473482283909,0.004062288422477996,39135,1,1,8,0,0,2,100,0.3,0,44133.8,0.8517828932520876,10,0.05110514884374601,4.416046039268788,9.756892922436723,4.521738789406303,4.25002134281527,Low
REGION II,CAGAYAN,PAMPLONA,5074,0.5835632636972803,0.41466298778084354,0.0017737485218762318,23596,0,1,6,0,1,1,100,0.3,0,44133.8,0.7908947575877021,8,0.04238006441769791,4.650374458021285,9.250991046478001,4.8254704182101,4.475540001830693,High
REGION II,CAGAYAN,PEÑABLANCA,10681,0.7073307742720719,0.2856474112910776,0.005149330587023687,48584,0,1,24,0,2,44,100,0.3,0,44133.8,0.8501544799176107,27,0.9056479499423679,4.548637767999251,9.973158713985756,4.513089776670334,4.377628182049797,Low
